PoleId,ParkingSpaceId,Region,Region_tc,Region_sc,District,District_tc,District_sc,SubDistrict,SubDistrict_tc,SubDistrict_sc,Street,Street_tc,Street_sc,SectionOfStreet,SectionOfStreet_tc,SectionOfStreet_sc,Latitude,Longitude,VehicleType,LPP,OperatingPeriod,TimeUnit,PaymentUnit
2039,2039A,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Oi Kwan,愛群,爱群,JAFFE ROAD,謝斐道,谢斐道,O'brien Road,柯布連道,柯布连道,22.27858034,114.1724308,A,120,D,15,2
2039,2039B,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Oi Kwan,愛群,爱群,JAFFE ROAD,謝斐道,谢斐道,O'brien Road,柯布連道,柯布连道,22.27858559,114.1724759,A,120,D,15,2
20390,20390A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3694104,114.0775751,A,120,Q,15,2
20390,20390B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693938,114.0775611,A,120,Q,15,2
20391,20391A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3692716,114.0772171,A,120,Q,15,2
20391,20391B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693198,114.0772309,A,120,Q,15,2
20392,20392A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693652,114.0772447,A,120,Q,15,2
20392,20392B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.369414,114.0772597,A,120,Q,15,2
20393,20393B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693346,114.0774553,C,120,Q,15,2
20394,20394A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693555,114.0774281,C,120,Q,15,2
20394,20394B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693752,114.0774012,C,120,Q,15,2
20395,20395A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3693944,114.0773754,C,120,Q,15,2
20395,20395B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3694123,114.0773491,C,120,Q,15,2
20396,20396A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3695102,114.0773334,A,120,Q,15,2
20396,20396B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3695403,114.0773312,A,120,Q,15,2
20397,20397A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3695685,114.0773326,A,120,Q,15,2
20397,20397B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3695906,114.077333,A,120,Q,15,2
20398,20398A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3696126,114.0773363,A,120,Q,15,2
20399,20399B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3696345,114.0773407,A,120,Q,15,2
204,204A,Hong Kong,香港島,香港岛,Central & Western,中西區,中西区,Mid Levels East,半山東,半山东,MAY ROAD,梅道,梅道,Clovelly Court,嘉富麗苑,嘉富丽苑,22.27441929,114.152895,A,120,D,15,2
204,204B,Hong Kong,香港島,香港岛,Central & Western,中西區,中西区,Mid Levels East,半山東,半山东,MAY ROAD,梅道,梅道,Clovelly Court,嘉富麗苑,嘉富丽苑,22.27445609,114.1529186,A,120,D,15,2
20400,20400A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3696554,114.0773476,A,120,Q,15,2
20400,20400B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3696813,114.077356,A,120,Q,15,2
20401,20401A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3697047,114.0773669,A,120,Q,15,2
20401,20401B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3697282,114.0773792,A,120,Q,15,2
20402,20402A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3697545,114.0773977,A,120,Q,15,2
20402,20402B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3697743,114.0774139,A,120,Q,15,2
20403,20403A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3697948,114.0774299,A,120,Q,15,2
20403,20403B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3698159,114.0774479,A,120,Q,15,2
20404,20404A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3698412,114.0774686,A,120,Q,15,2
20405,20405A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36971735,114.0775004,A,120,Q,15,2
20405,20405B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3696968,114.0775014,A,120,Q,15,2
20406,20406A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36967386,114.0775014,A,120,Q,15,2
20406,20406B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36964997,114.0775015,A,120,Q,15,2
20407,20407A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36962751,114.077501,A,120,Q,15,2
20407,20407B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36960552,114.0774994,A,120,Q,15,2
20408,20408A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36958,114.0775,A,120,Q,15,2
20409,20409A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36956015,114.0775501,A,120,Q,15,2
20409,20409B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.3695822,114.0775501,A,120,Q,15,2
20410,20410A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36960507,114.0775501,A,120,Q,15,2
20410,20410B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36962849,114.0775501,A,120,Q,15,2
20411,20411A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36964999,114.0775501,A,120,Q,15,2
20411,20411B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36967197,114.0775501,A,120,Q,15,2
20412,20412A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36969491,114.0775501,A,120,Q,15,2
20412,20412B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,TING KAU,汀九,汀九,Ting Kau Car Park,汀九停車場,汀九停车场,22.36971833,114.0775501,A,120,Q,15,2
20413,20413A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,TSUEN KWAI STREET,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.36957274,114.1217587,A,120,D,15,2
20413,20413B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,TSUEN KWAI STREET,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.36956735,114.1217054,A,120,D,15,2
20414,20414A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,TSUEN KWAI STREET,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.36959457,114.1220059,A,120,D,15,2
20415,20415A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,TSUEN KWAI STREET,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.36960357,114.1221107,A,120,D,15,2
20415,20415B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,TSUEN KWAI STREET,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.36960033,114.1220653,A,120,D,15,2
20416,20416A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36936573,114.08216,A,120,Q,15,2
20416,20416B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3693905,114.0821169,A,120,Q,15,2
20417,20417A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36942422,114.082062,A,120,Q,15,2
20418,20418A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36950731,114.0819205,A,120,Q,15,2
20418,20418B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36953178,114.081882,A,120,Q,15,2
20419,20419A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3695652,114.0818241,A,120,Q,15,2
20419,20419B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36959026,114.0817843,A,120,Q,15,2
20420,20420A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36967261,114.0816487,A,120,Q,15,2
20420,20420B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.36969946,114.0816031,A,120,Q,15,2
20421,20421A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3697333,114.0815453,A,120,Q,15,2
20422,20422B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3696942,114.0817953,A,120,Q,15,2
20423,20423A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3697268,114.0817427,A,120,Q,15,2
20423,20423B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3697532,114.0816995,A,120,Q,15,2
20424,20424A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3697844,114.0816469,A,120,Q,15,2
20424,20424B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698109,114.0816024,A,120,Q,15,2
20425,20425A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698447,114.0815485,A,120,Q,15,2
20425,20425B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698723,114.0815026,A,120,Q,15,2
20426,20426A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3699037,114.0814481,A,120,Q,15,2
20426,20426B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3699327,114.0814037,A,120,Q,15,2
20427,20427A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.369964,114.0813498,A,120,Q,15,2
20428,20428A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3686246,114.0835755,A,120,Q,15,2
20428,20428B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3686435,114.0835251,A,120,Q,15,2
20429,20429A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3686648,114.0834726,A,120,Q,15,2
20429,20429B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3686862,114.0834219,A,120,Q,15,2
20430,20430A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Kwai Street,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.3688739,114.1220207,A,30,D,15,2
20430,20430B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Kwai Street,荃貴街,荃贵街,Tsuen Wai Garden,仁蕙苑,仁蕙苑,22.3689242,114.1220475,A,30,D,15,2
20431,20431A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,FUI YIU KOK STREET,灰窰角街,灰窑角街,Wang Lung Street,橫龍街,横龙街,22.36639172,114.1172772,A,120,D,15,2
20431,20431B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,FUI YIU KOK STREET,灰窰角街,灰窑角街,Wang Lung Street,橫龍街,横龙街,22.36640963,114.1172316,A,120,D,15,2
20432,20432A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,FUI YIU KOK STREET,灰窰角街,灰窑角街,Wang Lung Street,橫龍街,横龙街,22.36634397,114.1173723,A,120,D,15,2
20432,20432B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,FUI YIU KOK STREET,灰窰角街,灰窑角街,Wang Lung Street,橫龍街,横龙街,22.36636307,114.1173312,A,120,D,15,2
20433,20433A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Wing Street,荃榮街,荃荣街,Sha Tsui Road,沙咀道,沙咀道,22.368293,114.121434,A,120,D,15,2
20433,20433B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Wing Street,荃榮街,荃荣街,Sha Tsui Road,沙咀道,沙咀道,22.368316,114.121393,A,120,D,15,2
20434,20434A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Wing Street,荃榮街,荃荣街,Sha Tsui Road,沙咀道,沙咀道,22.368347,114.121339,A,120,D,15,2
20434,20434B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Yeung Uk Road,楊屋道,杨屋道,Tsuen Wing Street,荃榮街,荃荣街,Sha Tsui Road,沙咀道,沙咀道,22.368371,114.121296,A,120,D,15,2
20440,20440A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3765316,114.1036205,A,60,D,15,2
20440,20440B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3765695,114.1035957,A,60,D,15,2
20441,20441A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3764652,114.1036862,A,60,D,15,2
20441,20441B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3764956,114.103652,A,60,D,15,2
20442,20442A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3764076,114.1037633,A,60,D,15,2
20442,20442B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,ALLWAY,荃威,荃威,Tsuen King Circuit,荃景圍,荃景围,Tsuen Wan Adventist Hospital,荃灣港安醫院,荃湾港安医院,22.3764354,114.1037257,A,60,D,15,2
20497,20497A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3687066,114.0833667,A,120,Q,15,2
20497,20497B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3687274,114.083316,A,120,Q,15,2
20498,20498A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698843,114.0791406,A,120,Q,15,2
20498,20498B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698746,114.079119,A,120,Q,15,2
20499,20499A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698636,114.0790969,A,120,Q,15,2
20499,20499B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698532,114.0790725,A,120,Q,15,2
205,205A,Hong Kong,香港島,香港岛,Central & Western,中西區,中西区,Mid Levels East,半山東,半山东,MAY ROAD,梅道,梅道,Clovelly Court,嘉富麗苑,嘉富丽苑,22.27432896,114.1528462,A,120,D,15,2
205,205B,Hong Kong,香港島,香港岛,Central & Western,中西區,中西区,Mid Levels East,半山東,半山东,MAY ROAD,梅道,梅道,Clovelly Court,嘉富麗苑,嘉富丽苑,22.27437054,114.1528693,A,120,D,15,2
20500,20500A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698415,114.079049,A,120,Q,15,2
20500,20500B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau,青山公路汀九段,青山公路汀九段,22.3698305,114.0790247,A,120,Q,15,2
20501,20501A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau (near Pink Villa),青山公路汀九段 (近紅樓),青山公路汀九段 (近红楼),22.363715,114.0681147,G,120,Q,15,2
20501,20501B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Ting Sham,汀深,汀深,CASTLE PEAK ROAD,青山公路,青山公路,Castle Peak Road - Ting Kau (near Pink Villa),青山公路汀九段 (近紅樓),青山公路汀九段 (近红楼),22.3637418,114.0680892,G,120,Q,15,2
20506,20506A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Tsuen Wan Rural,荃灣郊區,荃湾郊区,CASTLE PEAK ROAD,青山公路　－　青龍頭段,青山公路　－　青龙头段,Castle Peak Road - Tsing Lung Tau (near Bayside Villas),青山公路青龍頭段 (近彩濤花園),青山公路青龙头段 (近彩涛花园),22.3578007,114.0367207,A,120,Q,15,2
20506,20506B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Tsuen Wan Rural,荃灣郊區,荃湾郊区,CASTLE PEAK ROAD,青山公路　－　青龍頭段,青山公路　－　青龙头段,Castle Peak Road - Tsing Lung Tau (near Bayside Villas),青山公路青龍頭段 (近彩濤花園),青山公路青龙头段 (近彩涛花园),22.3577826,114.0367013,A,120,Q,15,2
20507,20507A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Tsuen Wan Rural,荃灣郊區,荃湾郊区,CASTLE PEAK ROAD,青山公路　－　青龍頭段,青山公路　－　青龙头段,Castle Peak Road - Tsing Lung Tau (near Bayside Villas),青山公路青龍頭段 (近彩濤花園),青山公路青龙头段 (近彩涛花园),22.357768,114.0366762,A,120,Q,15,2
20507,20507B,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Tsuen Wan Rural,荃灣郊區,荃湾郊区,CASTLE PEAK ROAD,青山公路　－　青龍頭段,青山公路　－　青龙头段,Castle Peak Road - Tsing Lung Tau (near Bayside Villas),青山公路青龍頭段 (近彩濤花園),青山公路青龙头段 (近彩涛花园),22.3577552,114.0366575,A,120,Q,15,2
20508,20508A,New Territories,新界,新界,Tsuen Wan,荃灣,荃湾,Tsuen Wan Rural,荃灣郊區,荃湾郊区,"Tsuen Wan Rural	CASTLE PEAK ROAD",青山公路　－　青龍頭段,青山公路　－　青龙头段,Castle Peak Road - Tsing Lung Tau (near Bayside Villas),青山公路青龍頭段 (近彩濤花園),青山公路青龙头段 (近彩涛花园),22.3577421,114.0366334,A,120,Q,15,2
